Image,Order No.,Order Date (dd-mm-yyyy),Client Name,University/ College Name,Client District,Client State,Client Pin Code,Book No.,Book Sr. No.,Book Date (dd-mm-yyyy),Product Name,Product Quantity,Product Unit,Unit Price (INR/Unit),Total amount (INR),Tax amount (INR),Delivery/Forwarding charges,Grand Total amount including Tax (INR),Dispatched through (Agency Name),Dispatch RR/ GR No.,Dispatch Date (dd-mm-yyyy),Date  of material receipt (dd-mm-yyyy),Autorised signatory from Standard Library Service
,SIPAS/2013/001,4/7/2013,"The Chairman,",Sai Institute of Paramedical & Allied Sciences,Dehradun,-,248001,1,C/18,15-07-2013,Book Labels-  (Oval Shaped Self Adhesive Sticker type.,15000,Th.,140,2100,271,505,6196,-,-,-,-,-
,E.III26(89)2001-PII/SPG/972,5/7/2013,"The Dy, Director/ H.O.O",Directorate general of commercial Intelligence & Statistics,KOLKATA,-,700107,1,C/19,15-07-2013,Book Labels-self adhesive sticker type.rect.shape.,10000,Th.,140,1400,70,110,1580,-,-,-,-,-
,SVES/AMMMV/2013-14,25-06-2013,The Principal,Akka Mahadevi Mahila Mahavidyalaya,BIDAR,-,585401,1,C/20,15-07-2013,ACCESSION REGISTERS- 5000 entries. Leather Bound.,Two,Each,700,1400,70,210,1680,-,-,-,-,-
,F14/C.Lib/V/MOU/013/227,16-06-2013,The Registrar,Vardhman Mahaveer Open University,Kota,(Raj),324010,1,C/21,15-07-2013,Book Tags- self Adhesive Sticker type. Round shape,15000,Th.,140,2100,105,140,2345,-,-,-,-,-
,-,15-07-2013,The Librarian,Ramakrishna Math Library,Nagpur,-,440 012,1,C/22,18-07-2013,"Catalogue card-size 5""*3"".white ruled and punched with a round hole  .Indian card stock  : Heavy weight. ",10000,Th.,580,5800,290,,6090,TCI Freight to,Nagpur,107558990,18-07-2013,-
,-,12/7/2013,The chief Librarian,"Infinity Management & Engineering College,",SAGAR,(M.P),470 228,1,C/23,19-07-2013,Accession Register- 5000 entries. Leather Bound.,FOUR,Each,700,2800,140,350,3290,-,-,-,-,-
,-,-,The Principal,Christa Jyoti Mission Hr.Sec. School,Shahdol,(M.P),484774,1,C/24,20-07-2013,Plastic Reader's Tickets- Fabricated and printed as per your specification. with printed insertion cards.500 red; 500 Royal  Blue; 500 Green and 500 yellow colour.,2000,Each,5,10000,1250,550,11850,-,-,-,-,-
,-,-,The Principal,Christa Jyoti Mission Hr.Sec. School,Shahdol,(M.P),484 774,1,C/25,20-07-2013,"Book card-size 3""*5"" .printed both sides on  coloured  card stock.",5000,Th.,780,3900,,,,,,,,
,-,-,The Principal,Christa Jyoti Mission Hr.Sec. School,Shahdol,(M.P),484 774,1,C/25,20-07-2013,Book pockets-bag shaped. Printed as per your  specifications,5000,Th.,780,3900,,,,,,,,
,-,-,The Principal,Christa Jyoti Mission Hr.Sec. School,Shahdol,(M.P),484 774,1,C/25,20-07-2013,Due Date slips-printed one side on white paper.,5000,Th.,300,1500,,,,,,,,
,-,-,The Principal,Christa Jyoti Mission Hr.Sec. School,Shahdol,(M.P),484 774,1,C/25,20-07-2013,Book Labels-self adhesive sticker type. Oval shape.,6000,Th.,140,840,,,,,,,,
,-,-,The Principal,Christa Jyoti Mission Hr.Sec. School,Shahdol,(M.P),484 774,1,C/25,20-07-2013,Transparent  Label- self adhesive sticker type.,6000,Th.,250,1500,582,,12222,-,-,-,-,-
,AGI/Gen./2013 (i),22-07-2013,The Registrar,Amarpali group of Institutes,Nainital,-,263 139,1,C/27,20-07-2013,Library Accession Register-5000 lines. Leather bound     ,FOUR,Each,700,2800,140,400,3340,-,-,-,-,-
,OCM/52(B),21-06-2013,Oriental College of Management,Oriental Campus,Bhopal,(M.P),462021,1,C/28,29-07-2013,ACCESSION REGISTERS- 5000 entries. Leather Bound.,Two,Each,680,1360,68,200,1628,-,-,-,-,-
,-,-,Noida Institute of Engineering & Technology,"Institutional Area,",-,-,-,1,C/29,5/8/2013,T.B.L.S Registers- 260 leaves. Printed as per your proforma. Leather Bound.,15 Nos.,Each,1400,21000,,,,,,,,
,-,-,Noida Institute of Engineering & Technology,"Institutional Area,",-,-,-,1,C/29,5/8/2013,Accession Register- 5000 entries. Leather Bound.,5 Nos.,Ea.,680,3400,,,,,,,,
,-,-,Noida Institute of Engineering & Technology,"Institutional Area,",-,-,-,1,C/29,5/8/2013,Insertion Slips - Printed.,3000,Th.,175,525,,,,,,,,
,-,-,Noida Institute of Engineering & Technology,"Institutional Area,",-,-,-,1,C/29,5/8/2013,Due Date slips-printed as per your sample . Self Adhesive Strips.,20000,Th.,775,15500,,,,,,,,
,-,-,Noida Institute of Engineering & Technology,"Institutional Area,",-,-,-,1,C/29,5/8/2013,Manogram(Book Plates) Self Adhesive.,10000,Th.,680,6800,,,,,,,,
,-,-,Noida Institute of Engineering & Technology,"Institutional Area,",-,-,-,1,C/29,5/8/2013,Book Pockets - Small (Plain),1000,Th.,400,400,,,,,,,,
,-,-,Noida Institute of Engineering & Technology,"Institutional Area,",-,-,-,1,C/29,5/8/2013,"Book cards - Size 2""*3"". Printed one side. Blue Colour.",5000,Th.,280,1400,2451.25,-0.25,51476,-,-,-,-,-
,-,-,Noida Institute of Engineering & Technology,"Institutional Area,",-,-,-,1,C/30,5/8/2013,"Plastic Reader's Tickets - Size 2""*3"". Printed. Red colour. With printed slips.",2500,Each,4.5,11250,,,,,,,,
,-,-,Noida Institute of Engineering & Technology,"Institutional Area,",-,-,-,1,C/30,5/8/2013,  -do-  -do-  Grey Colour.,1000,Each,4.5,4500,,,,,,,,
,-,-,Noida Institute of Engineering & Technology,"Institutional Area,",-,-,-,1,C/30,5/8/2013,"Steel Book Supports- Made of heavy gauge steel sheets and powder coated in grey finish. Size - 7 1/4""*5"".",200,Each,65,13000,3593.75,,32343.75,-,-,-,-,-
,-,-,Jain Book Depot,-,-,Chathshgarh,491441,1,C/31,8/8/2013,Daily Issue Register - 200 Leaves Leather Bound.,FIVE,Each,700,3500,175,,3675,Rajdhani Cargo Movero (Regd),6511,8/8/2013,-,-
,32/Estb/2013-14,26-06-2013,The Principal,S.S.V.P.S's B.S Deore College of Enginering,Dhule,(MS),424005,1,C/32,10/8/2013,Accession Register- 5000 entries. Leather Bound.,15 Nos.,Each,680,10200,,,,,,,,
,32/Estb/2013-14,26-06-2013,The Principal,S.S.V.P.S's B.S Deore College of Enginering,Dhule,(MS),424005,1,C/32,10/8/2013,Book Labels- Rectangular shape. Self Adhesive sticker type.,70000,Th.,140,9800,,,,,,,,
,32/Estb/2013-14,26-06-2013,The Principal,S.S.V.P.S's B.S Deore College of Enginering,Dhule,(MS),424005,1,C/32,10/8/2013,"Catalogue Cards- Size 5""*3"". White. Ruled and punched with round hole. Imported card stock : Heavy weight.",20000,Th.,680,13600,1680,520,35800,TCI Freight to,Dhulla,107609316,10/8/2013,-
,MP/Supply/3134,10/8/2013,The Principal,BPS  Mahila Polytechnic,Sonipat,-,131005,1,C/33,14-08-2013,Bar Code Labels- 65 Labels on one sheets(Total 100 sheets) Self Adhesive Sticker type.,2 Pkts.,pkt,260,520,,,,,,,,
,MP/Supply/3134,10/8/2013,The Principal,BPS  Mahila Polytechnic,Sonipat,-,131005,1,C/33,14-08-2013,Transparent  Label- self adhesive sticker type.,13000,1000,250,3250,,,,,,,,
,MP/Supply/3134,10/8/2013,The Principal,BPS  Mahila Polytechnic,Sonipat,-,131005,1,C/33,14-08-2013,Bar Code Labels- 40 Labels on one sheets(Total 4000 sheets).,1 pkt.,pkt,260,260,201.5,,4231.5,-,-,-,-,-
,HCR/1886/13,15-06-2013,The Principal,Sh. L.N.Hindu College,Rohtak,-,-,1,C/34,17-08-2013,Loan Register - 200 leaves. Leather Bound. ,Two,Ea.,700,1400,,,,,,,,
,HCR/1886/13,15-06-2013,The Principal,Sh. L.N.Hindu College,Rohtak,-,-,1,C/34,17-08-2013,Stock Verification Registers - 200 Leaves. Leather Bound. ..,Two,Ea.,700,1400,,,,,,,,
,HCR/1886/13,15-06-2013,The Principal,Sh. L.N.Hindu College,Rohtak,-,-,1,C/34,17-08-2013,Book Pockets- Bag shaped. Yellow Colour. Printed with matter as per your sample.,5000,Th.,780,3900,335,,7035,-,-,-,-,-
,-,-,The Honoble Chairperson,Mewar University,Chittorgar,(Raj),-,1,C/35,19-08-2013,Due Date slips-printed as per your sample . Self Adhesive Strips.,3000,Th.,280,840,,,,,,,,
,-,-,The Honoble Chairperson,Mewar University,Chittorgar,(Raj),-,1,C/35,19-08-2013,Book Plates- Printed one side on white art paper.,3000,Th.,280,840,,,,,,,,
,-,-,The Honoble Chairperson,Mewar University,Chittorgar,(Raj),-,1,C/35,19-08-2013,"Book Cards- Size 3""*5"". Printed both sides on Blue card stock.",3000,Th.,780,2340,,,,,,,,
,-,-,The Honoble Chairperson,Mewar University,Chittorgar,(Raj),-,1,C/35,19-08-2013,Book Pockets- Bag shaped. Printed Blue Colour.,3000,Th.,780,2340,,,,,,,,
,-,-,The Honoble Chairperson,Mewar University,Chittorgar,(Raj),-,1,C/35,19-08-2013,Borrower's Tickets- Made of thick card reinforced with cloth. Printed as per your specifications. Yellow colour.,3000,Th.,2800,8400,,,,,,,,
,-,-,The Honoble Chairperson,Mewar University,Chittorgar,(Raj),-,1,C/35,19-08-2013,Registration cards- Printed both sides as per your spercifications..,3000,Th.,750,2250,,,,,,,,
,-,-,The Honoble Chairperson,Mewar University,Chittorgar,(Raj),-,1,C/35,19-08-2013,Periodical Record Register - 200 leaves. Leather Bound.,one,Ea.,680,680,884.5,,18574.5,-,-,-,-,-
,-,26-07-2013,The Honoble Chairperson,Mewar University,Chittorgar,(Raj),-,1,C/36,19-08-2013,"Steel Book Supports- Made of heavy gauge steel sheets and powder coated in grey finish. Size - 7 1/4""*5"".",50 Nos.,Each,65,3250,406.25,,3656.25,-,-,-,-,-
,-,26-07-2013,The Librarian,K.R. Mangalam University,Gurgaon,-,-,1,C/37,19-08-2013,"Plastic Reader's Tickets- Size 2""*3"". Fabricated and printed both sides as per your sample with printed slips. Royal Blue Colour. ..",2000,Each,5,10000,,,,,,,,
,-,26-07-2013,The Librarian,K.R. Mangalam University,Gurgaon,-,-,1,C/37,19-08-2013,"Steel Book Supports- Made of heavy gauge steel sheets and powder coated in grey finish. Large Size - 9 1/2""*6"".",300 Nos.,Ea.,80,24000,4250,,38250,-,-,-,-,-
,OPUC/Lib-/Pur-Sta t/13-14.,29-07-2013,The Principal,"Pachhunga University College,",Aizawl,Mizoram,796001,1,C/38,29-08-2013,Transparent  Label- self adhesive sticker type. For Bar code Labels,80000,th.,250,20000,,,,,,,,
,OPUC/Lib-/Pur-Sta t/13-14.,29-07-2013,The Principal,"Pachhunga University College,",Aizawl,Mizoram,796001,1,C/38,29-08-2013,Bar code Labels- Self Adhesive Sticker Type. A4 size. 100 sheets of 65 labels on each packet. ..,15 pkts,pkt.,250,3750,1187.5,,24937.5,ABC India Pvt. Ltd.,UN-69168,29-08-2013,-,-
,-,18-07-2013,The Principal,MANAS STHALI,Bareilly,-,243 503,1,C/39,20-09-2013,"STEEL BOOK SUPPORTS- Made of heavy gauge steel sheets and powder coated in grey colour. Size 9 1/2""*6"". ..",100,ea.,80,8000,,,,,,,,
,-,18-07-2013,The Principal,MANAS STHALI,Bareilly,-,243 503,1,C/39,20-09-2013,"STEEL BOOK SUPPORTS :  -do-  -do-  size 7 1/4""*5"".",100 Nos.,ea.,65,6500,1812.5,,16312.5,"Vijay Lakshmi Transparent Co. ,",3310122,20-09-2013,-,-
,-,10/9/2013,The Librarian,Fr. Agnel Technical Educational Complex,Mumbai,-,-,1,C/40,23-09-2013,Accession Registers - 5000 lines each. Leather Bound. ..,Three,Each,700,2100,105,295,2500,-,-,-,-,-
,1191/24/GS/Edn,6/10/2013,The Education Officer,-,-,-,926915,1,C/41,14-10-2013,Revoilving Display Stand-Having 16 wire pockets. Suitable for display of Magazines/ Periodicals,One,Each,4700,4700,587.5,0.5,5287,-,-,-,-,-
,1191/24/GS/Edn,6/10/2013,The Education Officer,,-,-,926915,1,C/42,16-10-2013,Revoilving Display Stand-Having 16 wire pockets. Suitable for display of Magazines/ Periodicals,ONE,Each,4700,4700,587.5,0.5,5287,-,-,-,-,-
,-,-,Chankya Law College,-,Uttarakhand,-,263153,1,C/43,16-10-2013,"Plastic Reader's Tickets- Size 2""*3"". Printed both as per your sample. Royal Blue.",1000,Each,4.5,4500,562.5,300,5362.5,Delhi Rudarpur Sitarganj Goods Carriers (Regd),35831,16-10-2013,-,-
,-,-,The Librarian,K. R. Mangalam University,Gurgaon,-,-,1,C/44,16-10-2013,"Charging Trays- Made of best quality material and well polished. 4-Compartments use with cards Size 3""*5"".",FOUR,each,2200,8800,1100,,9900,-,-,-,-,-
,-,-,The Principal,Tika Ram Model School,Sonipat,-,-,1,C/45,24-10-2013,"PERIDICAL DISPLAY - CUM- STORAGE RACK - HAVING 16 Compartments each of size 34.5 cms * 26.5 cms. Suitable for display and storage of periodicals. Made of best quality material and well polished. Dim 64: high; 47"" wide and  16"" deep.",ONE,Each,16500,16500,2062.8,,18562.5,-,-,-,-,-
,-,-,The Librarian,National Institute of Technology,Kurukshetra,-,136118,1,C/46,26-10-2013,"Steel Book Supports- Made of heavy gauge steel sheets aned powder coated in grey finish Size - 7 1/4""*5"".",150 Nos.,Each,65,9750,1218.75,-0.25,10969,-,-,-,-,-
,-,-,Shri Om Parkash Agarwal,-,Jharsuguda,Orissa,768201,1,C/47,8/11/2013,Accession REgister- 5000 entries. Leather Bound.,Four,ea.,725,2900,145,355,3400,-,-,-,-,-
,5600/5/Edn,21-10-2013,The Education Officer,Office of the Commandant,-,-,908077,1,C/48,9/11/2013,Accession Register- 5000 entries. Leather Bound.,One,Each,725,725,36.25,118.75,880,-,-,-,-,-
,PET/Po/2013-2014/32/Library,2/9/2013,The Dean,Faculty of Engineering & Technology,Sikar,(Raj),-,1,C/49,16-11-2013,Due Date Slips - Printed one side on white paper ( Self Adhesive),5000,Th.,800,4000,,,,,,,,
,PET/Po/2013-2014/32/Library,2/9/2013,The Dean,Faculty of Engineering & Technology,Sikar,(Raj),-,1,C/49,16-11-2013,Book Pockets- Bag shaped. Printed as per your sample.( Self Adhesive),5000,Th.,1050,5250,,,,,,,,
,PET/Po/2013-2014/32/Library,2/9/2013,The Dean,Faculty of Engineering & Technology,Sikar,(Raj),-,1,C/49,16-11-2013,Book Plates- Printed ( Self Adhesive),5000,Th.,750,3750,,,,,,,,
,PET/Po/2013-2014/32/Library,2/9/2013,The Dean,Faculty of Engineering & Technology,Sikar,(Raj),-,1,C/49,16-11-2013,"Book Cards- Size 3""*5"". Printed both sides on blue card stock.",5000,Th.,800,4000,850,,17850,Sunil Transport co. to Lakshmangarh,14393,16-11-2013,-,-
,-,-,The Principal,Amity International School,-,-,201303,1,C/50,20-11-2013,Book Pockets- Bag shaped. Printed as per your sample. Blue,6000,Th.,780,4680,,,,,,,,
,-,-,The Principal,Amity International School,-,-,201303,1,C/50,20-11-2013,Book Labels- Self Adhesive Sticker Sticker type. Oval shape.,6000,Th.,140,840,,,,,,,,
,-,-,The Principal,Amity International School,-,-,201303,1,C/50,20-11-2013,"Book Cards- Size 3""*5"". Printed both sides on blue card stock.",6500,Th.,780,5070,,,,,,,,
,-,-,The Principal,Amity International School,-,-,201303,1,C/50,20-11-2013,Due Date Slips- Printed one side on white paper.,13000,Th.,300,3900,,,,,,,,
,-,-,The Principal,Amity International School,-,-,201303,1,C/50,20-11-2013,Transparent Labels- Self Adhesive,6000,Th.,250,1500,,,,,,,,
,-,-,The Principal,Amity International School,-,-,201303,1,C/50,20-11-2013,"Bar Code Labels- Blank, 65 Labels on one sheet( Total 100 sheets)",3 Pkts,Pkt.,250,750,,,,,,,,
,-,-,The Principal,Amity International School,-,-,201303,1,C/50,20-11-2013,ACCESSION REGISTERS- 5000 entries. Leather Bound.,Two,Each,680,1360,,,,,,,,
,-,-,The Principal,Amity International School,-,-,201303,1,C/50,20-11-2013,Periodical Record Register- 200 leaves. Leather Bound.,One,Each,680,680,936,,19719,-,-,-,-,-
,-,-,Ajay Kumar Garg Institute of Management,-,Ghaziabad,-,-,1,C/51,20-11-2013,"Steel Book Supports- Made of heavy gauge steel sheets and powder coated in grey finish. Size - 7 1/4""*5"".",180 Nos.,Each,65,7020,877.5,,7897.5,-,-,-,-,-
,B.30011/4/91-GAC,22-10-2013,The Librarian,Govt. Aizawl College,AIZAWL,Mizoram,796001,1,C/53,22-11-2013,Transparent Lebels - Self Adhesive sticker type.,10000,Th.,250,2500,125,175,2800,-,-,-,-,-
,-,-,Banasthali Book Centre,Banasthali Vidyapeeth,Tonk,-,304022,1,C/52,22-11-2013,"Steel Book Supports- Made of steel and powder coated in grey finish. Size - 7 1/4""*5"".",120 Nos.,Each,65,7800,975,,8775,Bagga Freight Carrier,19962,22-11-2013,-,-
,-,18-11-2013,The Librarian,Govt. Aizawl College,Aizawl,-,796001,1,C/54,23-11-2013,Transparent Labels- Self Adhesive sticker type.,60000,Th.,250,15000,,,,,,,,
,-,18-11-2013,The Librarian,Govt. Aizawl College,Aizawl,-,796001,1,C/54,23-11-2013,"Bar Code Labels- Blank, 65 Labels on one sheet( Total 100 sheets)",6 pkts.,Pkt,250,1500,,,,,,,,
,-,18-11-2013,The Librarian,Govt. Aizawl College,Aizawl,-,796001,1,C/54,23-11-2013,"Book Spine Labels- Red Border Printed, Self Adhesive.",10000,Th.,150,1500,900,,18900,"ABC India Ltd., to Aizawl",UN 70507,23-11-2014,-,-
,M.G.M/232/2013-14,19-11-2013,The Principal,Mahatma Gandhi P.G. College,Narsinghpur,(M.P),487 221,1,C/55,26-11-2013,Accession Registers- 5000 entries. Leather Bound.,Two,Ea.,750,1500,75,190,1765,-,-,-,-,-
,JNVM/2013/879,21-11-2013,The Incharge Principal,Jawahar Navodaya Vidyalaya,Panchkula,(Hr.),134118,1,C/56,27-11-2013,Accession Registers- 5000 entries. Leather Bound.,One,Each,725,725,,,,,,,,
,JNVM/2013/879,21-11-2013,The Incharge Principal,Jawahar Navodaya Vidyalaya,Panchkula,(Hr.),134118,1,C/56,27-11-2013,Periodical Record Register- 200 leaves. Leather Bound.,One,Ea.,725,725,72.5,197.5,1720,-,-,-,-,-
,22/13/SEP,-,Sahani Pustkalaya,-,Sambalpur,-,768004,1,C/57,27-11-2013,ACCESSION REGISTERS- 5000 entries. Leather Bound.,FOUR,Each,750,3000,150,325,3475,-,-,-,-,-
,-,-,Messrs. Shail Books,-,Chandigarh,-,-,1,C/53,30-11-2013,Stock Verification Registers - 200 Leaves. Leather Bound. ..,3 Nos.,Each,750,2250,,,,,,,,
,-,-,Messrs. Shail Books,-,Chandigarh,-,-,1,C/53,30-11-2013,Accession Register- 5000 entries. Leather Bound.,2 Nos.,Ea.,750,1500,,,,,,,,
,-,-,Messrs. Shail Books,-,Chandigarh,-,-,1,C/53,30-11-2013,Daily Issue Register - 200 Leaves Leather Bound.,2 Nos.,Ea.,750,1500,,,,,,,,
,-,-,Messrs. Shail Books,-,Chandigarh,-,-,1,C/53,30-11-2013,"Book Pockets- Bag shaped. (Plain) for cards size 3""*5"".",1000,Th.,650,650,,,,,,,,
,-,-,Messrs. Shail Books,-,Chandigarh,-,-,1,C/53,30-11-2013,"Catalgoue Cards- Size 5""*3"". White Ruled and punched. Indian Card Stock : Heavy Weight.",4000,Th.,580,2320,411,100,8731,Simla Mandi Goods Tpt.Co(Regd),141230,30-11-2013,-,-
,-,-,The Librarian,American Montessori Public School,Gurgaon,(Hr.),122002,1,C/59,30-11-2013,"Borrower's Tickets- Size 3""*3/4"". Made of thick Card reinforced with cloth. Printed as per your specifications.",800,Each,3,2400,,,,,,,,
,-,-,The Librarian,American Montessori Public School,Gurgaon,(Hr.),122002,1,C/59,30-11-2013,"Book Cards- Size 3""*5"". Printed both sides on blue card.",3000,Th.,780,2340,,,,,,,,
,-,-,The Librarian,American Montessori Public School,Gurgaon,(Hr.),122002,1,C/59,30-11-2013,Book Pokcets- Bag shaped. Printed as per your sample. Yellow colour,3000,Th.,780,2340,,,,,,,,
,-,-,The Librarian,American Montessori Public School,Gurgaon,(Hr.),122002,1,C/59,30-11-2013,Due Date Slips- Printed one side on white paper.,3000,Th.,300,900,,,,,,,,
,-,-,The Librarian,American Montessori Public School,Gurgaon,(Hr.),122002,1,C/59,30-11-2013,Daily Issue Register - 200 Leaves Leather Bound.,Two,Each,725,1450,471.5,,9901.5,-,-,-,-,-
,-,-,The Librarian,American Montessori Public School,Gurgaon,(Hr.),122002,1,C/60,30-11-2013,"CHARGING TRAYS- Made of best quality material and well polished. Fitted with detachable cover and latch. Suitable for book cards size  Size 3""*5"". 4-Sections.",one,Each,2400,2400,300,,2700,-,-,-,-,-
,-,13-12-2013,The Principal,The Shri Ram School Library,Gurgaon,-,-,1,C/61,18-12-2013,"Book Cards-  Size 3""*5"". Printed both sides on heavy wt. Yellow Card Stock.",6000,Th.,800,4800,,,,,,,,
,-,13-12-2013,The Principal,The Shri Ram School Library,Gurgaon,-,-,1,C/61,18-12-2013,Book Pockets- Bag shaped. Printed as per your sample.,6000,Th.,800,4800,,,,,,,,
,-,13-12-2013,The Principal,The Shri Ram School Library,Gurgaon,-,-,1,C/61,18-12-2013,Due Date Slips- Printed one side on white paper.,3000,Th.,300,900,,,,,,,,
,-,13-12-2013,The Principal,The Shri Ram School Library,Gurgaon,-,-,1,C/61,18-12-2013,Accession Register- 5000 entries. Leather Bound.,One,Each,725,725,561.25,-0.25,11786,,,,,
,-,12/12/2013,The Principal,The Shri Ram School Library,Gurgaon,-,-,1,C/62,-,"Palstic Magazine Covers- Size - 8 1/2""*11"".",20 Nos.,Each,80,1600,200,,1800,-,-,-,-,-
,-,-,The Librarian,American Montessori Public School,Gurgaon,(Hr.),122002,1,C/63,20-12-2013,"Book Cards- Size 3""*5"". Printed both sides on heavy weight dark pink colour",3000,Th.,780,2340,117,,2457,-,-,-,-,-
,-,-,The Director (Admnr),"AMITY UNIVERSITY,",-,-,-,1,C/64,23-12-2013,"STEEL BOOK SUPPORTS- Size 9.1/2""*6"". Made of heavy gauge steel sheets and powder coated in grey finish.",500 Nos.,ea.,85,42500,5312.5,,47812.5,-,-,-,-,-
,-,1/1/2014,Dean,Daculty of Engineering & Technology,Sikar,(Raj),332 311,1,C/65,2/1/2013,Peridical Record Registeres- 200 leaves.  Leather Bound.,Two,Each,750,1500,75,220,1795,-,-,-,-,-
,-,27-12-2013,"Head, Library and Language services Div,",Gujarat National Law University,Gandhinagar,Gujarat,382007,1,C/66,2/1/2014,Accession Registers - 5000 entries. Leather Bound.,6 nos.,Each,700,4200,210,480,4890,-,-,-,-,-
,RMC/LIB/ORDER/2014/14,2/1/2014,The chief Librarian,Rama Medical College,Hapur,-,-,1,C/67,6/1/2014,"Dewey Decimal Classification 23rd Edn. 4 Vols.
Conversation rate Rs.65.20",1 Set,Set,550,35860,-3586,217,32491,-,-,-,-,-
,MITS/GME/2013,25-12-2013,The Gm (Enginerring),Mody Institute of Technology & Science,Sikar,(RaJ),332311,1,C/68,14-01-2018,NEWSPAPER READING STANDS- 'Hut-Type' Display of open newspapers in open condition. With steel frame.,Two,Ea.,6300,12600,,,,,,,,
,MITS/GME/2013,25-12-2013,The Gm (Enginerring),Mody Institute of Technology & Science,Sikar,(RaJ),332311,1,C/68,14-01-2018,"STEEL STACKS (Double-Faced) (ADDITIONAL) size 87"" high; 36"" wide and 14 shelves (7 for each face) and central colo cms. Made of steel and enamelled in grey finish.",FOUR,Each,8200,32800,,,,,,,,
,MITS/GME/2013,25-12-2013,The Gm (Enginerring),Mody Institute of Technology & Science,Sikar,(RaJ),332311,1,C/68,14-01-2018,"BOOK TROLLY- Made of best quality material and well polished. Having four tiled and one flat bottom shelf to carry on sample stock. Shelf to carry an sample stock. Sehlf to carry an sample stock of Books. Dim; 40""/41"" high (incl. Castors) 36  wide and 16"" deep.",ONE,Ea.,8290,8290,6711.25,900,61301.25,-,-,-,-,-
,-,-,Banasthali Book Centre,Banasthali Vidyapeeth,Tonk,-,304022,1,C/69,18-01-2014,"Steel Book Supports- Made of heavy gauge steel sheets and powder coated in grey finish. Size - 7 1/4""*5"".",120 Nos.,Each,65,7800,975,,8775,Bagga Freight Carriers to Jaipur,27417,18-01-2014,-,-
,LA/LIB22/2014/1,16-01-2014,The Deputy Secretary,Mizoram Legislative Assembly Secretariat,AIZAWL,-,-,1,C/70,25-01-2014,Bar code Labels- Self Adhesive 65 labels on one sheet (Total 100 sheets),6 pkts.,pkt,250,1500,,,,,,,,
,LA/LIB22/2014/1,16-01-2014,The Deputy Secretary,Mizoram Legislative Assembly Secretariat,AIZAWL,-,-,1,C/70,25-01-2014,Transparent Labels- Self Adhesive sticker type.,30000,Th.,250,7500,450,,9450,ABC IndiaLtd to Aizawl,UN 71389,25-01-2014,-,-
,-,-,The Principal,Amity International School (Sr.Library),Gurgaon,-,-,1,C/71,27-01-2014,Book Pockets- Bag shaped. Printed as per your sample.,3000,Th.,800,2400,,,,,,,,
,-,-,The Principal,Amity International School (Sr.Library),Gurgaon,-,-,1,C/71,27-01-2014,Due Date Slips- Printed one side on white paper.,3000,Th.,300,900,,,,,,,,
,-,-,The Principal,Amity International School (Sr.Library),Gurgaon,-,-,1,C/71,27-01-2014,Book Labels- Self Adhesive Sticker Sticker type. Oval shape.,3000,Th.,140,420,186,,3906,-,-,-,-,-
,-,-,The Principal,Amity International School (Sr.Library),Gurgaon,-,-,1,C/72,27-01-2014,"Book Cards- Size 3""*5"". Printed both sides on heavy weight card stock.",2000,Th.,800,1600,,,,,,,,
,-,-,The Principal,Amity International School (Sr.Library),Gurgaon,-,-,1,C/72,27-01-2014,Book Pockets- Bag shaped. Printed,2000,Th.,800,1600,,,,,,,,
,-,-,The Principal,Amity International School (Sr.Library),Gurgaon,-,-,1,C/72,27-01-2014,Due Date Slips- Printed one side on white paper.,2000,Th.,300,600,,,,,,,,
,-,-,The Principal,Amity International School (Sr.Library),Gurgaon,-,-,1,C/72,27-01-2014,Book Labels- Self Adhesive Sticker Sticker type. Oval shape.,2000,Th.,140,280,204,,4284,-,-,-,-,-
,-,-,The Principal,Amity International School (Sr.Library),Gurgaon,-,-,1,C/73,27-01-2014,"Book Cards- Size 3""*5"". Printed both sides on heavy weight card stock.",2000,Th.,800,1600,,,,,,,,
,-,-,The Principal,Amity International School (Sr.Library),Gurgaon,-,-,1,C/73,27-01-2014,Book Pockets- Bag shaped. Printed,2000,Th.,800,1600,,,,,,,,
,-,-,The Principal,Amity International School (Sr.Library),Gurgaon,-,-,1,C/73,27-01-2014,Due Date Slips- Printed one side on white paper.,2000,Th.,300,600,,,,,,,,
,-,-,The Principal,Amity International School (Sr.Library),Gurgaon,-,-,1,C/73,27-01-2014,Book Labels- Self Adhesive Sticker Sticker type. Oval shape.,2000,Th.,140,280,204,,4284,-,-,-,-,-
,-,-,The Principal,Amity International School (Sr.Library),Gurgaon,-,-,1,C/74,27-01-2014,Accession Registers- 5000 entries. Leather Bound.,3 Nos.,Each,725,2175,,,,,,,,
,-,-,The Principal,Amity International School (Sr.Library),Gurgaon,-,-,1,C/74,27-01-2014,Daily Issue Register - 200 Leaves Leather Bound.,4 Nos.,Ea.,725,2900,253.75,,5328.75,-,-,-,-,-
,5600/5/Edn.,17-01-2014,The Education Officer,Office of the Commandant,-,-,-,1,C/75,27-01-2014,Accession Registers- 5000 entries. Leather Bound.,One,Ea.,725,725,36.25,,880,-,-,-,-,-
